year,region_name,local_authority_id,local_authority_name,local_authority_code,road_name,road_category,road_type,link_length_km,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs,all_motor_vehicles
2023,London,104,Lewisham,E09000023,A20,PA,Major,1.6,1153,1520,11849,1269,3117,424,65,80,13,27,37,645,18400
2016,London,105,Greenwich,E09000011,A20,PA,Major,2.1,152,1175,19730,146,5000,433,65,86,50,94,52,779,26831
2017,London,105,Greenwich,E09000011,A20,PA,Major,2.1,149,1217,19724,141,4959,426,69,73,45,94,50,757,26798
2018,London,105,Greenwich,E09000011,A20,PA,Major,2.1,147,1227,19707,135,5060,428,68,59,45,91,48,739,26868
2019,London,105,Greenwich,E09000011,A20,PA,Major,2.1,138,1294,19758,134,5058,421,69,62,45,91,48,736,26980
2020,London,105,Greenwich,E09000011,A20,PA,Major,2.1,75,700,17410,41,4505,641,54,128,32,33,107,995,23652
2021,London,105,Greenwich,E09000011,A20,PA,Major,2.1,67,799,18783,41,4803,676,59,141,34,35,115,1059,25486
2022,London,105,Greenwich,E09000011,A20,PA,Major,2.1,69,922,19293,42,5215,721,62,144,36,36,113,1113,26584
2023,London,105,Greenwich,E09000011,A20,PA,Major,2.1,70,935,19252,42,5307,716,60,141,35,36,107,1095,26631
2016,London,104,Lewisham,E09000023,A21,PA,Major,1.9,579,586,24198,828,2765,437,31,26,21,26,36,577,28954
2017,London,104,Lewisham,E09000023,A21,PA,Major,1.9,566,607,24191,794,2742,430,32,22,19,26,35,565,28899
2018,London,104,Lewisham,E09000023,A21,PA,Major,1.9,559,612,24170,764,2798,432,32,18,19,26,34,559,28904
2019,London,104,Lewisham,E09000023,A21,PA,Major,1.9,524,646,24233,760,2797,424,32,19,19,26,34,553,28989
2020,London,104,Lewisham,E09000023,A21,PA,Major,1.9,554,497,17801,914,2837,438,28,43,20,35,29,594,22642
2021,London,104,Lewisham,E09000023,A21,PA,Major,1.9,494,567,19204,921,3024,462,30,48,21,37,31,630,24346
2022,London,104,Lewisham,E09000023,A21,PA,Major,1.9,506,554,16719,790,2779,414,26,41,19,34,26,560,21403
2023,London,104,Lewisham,E09000023,A21,PA,Major,1.9,519,561,16646,795,2822,410,25,40,19,33,24,552,21374
2016,London,107,Lambeth,E09000022,A23,PA,Major,1.7,2972,1390,13152,1667,3679,401,60,37,31,19,9,557,20445
2017,London,107,Lambeth,E09000022,A23,PA,Major,1.7,2903,1440,13148,1600,3648,394,64,32,28,19,9,546,20382
2018,London,107,Lambeth,E09000022,A23,PA,Major,1.7,2867,1451,13136,1539,3723,396,63,25,28,18,9,540,20389
2019,London,107,Lambeth,E09000022,A23,PA,Major,1.7,1602,888,7525,858,1945,216,33,10,18,8,4,289,11504
2020,London,107,Lambeth,E09000022,A23,PA,Major,1.7,2045,1057,9496,1471,2155,347,45,28,8,3,25,456,14635
2021,London,107,Lambeth,E09000022,A23,PA,Major,1.7,1826,1543,13141,1900,2950,470,63,40,11,4,34,620,20154
2022,London,107,Lambeth,E09000022,A23,PA,Major,1.7,1870,1756,13315,1898,3158,494,65,40,11,4,33,647,20775
2023,London,107,Lambeth,E09000022,A23,PA,Major,1.7,1918,1722,12844,1849,3107,475,61,38,11,4,30,618,20140
2016,London,107,Lambeth,E09000022,A23,PA,Major,0.2,1216,1226,17811,2654,3201,390,143,164,0,26,86,810,25702
2017,London,107,Lambeth,E09000022,A23,PA,Major,0.2,909,1332,19885,2440,4375,284,71,179,21,35,28,619,28651
2018,London,107,Lambeth,E09000022,A23,PA,Major,0.2,897,1342,19867,2348,4465,286,70,145,21,34,27,583,28605
2019,London,107,Lambeth,E09000022,A23,PA,Major,0.2,841,1416,19919,2334,4463,281,71,151,21,34,27,586,28717
2020,London,107,Lambeth,E09000022,A23,PA,Major,0.2,1040,1079,15100,1945,3890,249,59,125,18,30,23,504,22518
2021,London,107,Lambeth,E09000022,A23,PA,Major,0.2,929,1231,16290,1961,4148,262,64,138,19,32,25,540,24170
2022,London,107,Lambeth,E09000022,A23,PA,Major,0.2,952,1420,16732,1986,4503,280,67,141,21,34,24,567,25207
2023,London,107,Lambeth,E09000022,A23,PA,Major,0.2,976,1440,16697,2002,4582,278,65,138,20,33,23,557,25279
2016,London,134,Croydon,E09000008,A23,PA,Major,0.1,140,571,27018,313,5639,723,167,342,78,58,487,1856,35397
2017,London,134,Croydon,E09000008,A23,PA,Major,0.1,137,591,27010,301,5592,711,177,293,70,58,475,1786,35280
2018,London,134,Croydon,E09000008,A23,PA,Major,0.1,119,677,27691,456,5382,686,154,297,59,281,242,1718,35924
2019,London,134,Croydon,E09000008,A23,PA,Major,0.1,112,714,27763,453,5379,675,155,311,59,281,241,1722,36032
2020,London,134,Croydon,E09000008,A23,PA,Major,0.1,138,544,21046,378,4689,597,129,257,50,249,210,1492,28149
2021,London,134,Croydon,E09000008,A23,PA,Major,0.1,124,621,22705,381,5000,629,139,283,53,263,225,1594,30300
2022,London,134,Croydon,E09000008,A23,PA,Major,0.1,202,1126,27025,358,4734,860,94,144,82,239,330,1748,34991
2023,London,134,Croydon,E09000008,A23,PA,Major,0.1,207,1142,26968,361,4818,855,91,141,78,234,312,1710,34999
2016,London,145,Camden,E09000007,A40,PA,Major,0.5,3775,1215,11819,1332,1999,527,53,99,2,1,2,684,17049
2017,London,145,Camden,E09000007,A40,PA,Major,0.5,3688,1259,11815,1279,1982,518,56,85,2,1,2,664,17000
2018,London,145,Camden,E09000007,A40,PA,Major,0.5,3642,1269,11805,1231,2023,520,56,69,2,1,1,649,16976
2019,London,145,Camden,E09000007,A40,PA,Major,0.5,3413,1339,11836,1223,2022,512,56,72,2,1,1,644,17064
2020,London,145,Camden,E09000007,A40,PA,Major,0.5,2254,629,6367,619,2005,326,26,55,4,2,14,428,10047
2021,London,145,Camden,E09000007,A40,PA,Major,0.5,2013,717,6869,624,2138,344,28,61,4,3,15,454,10802
2022,London,145,Camden,E09000007,A40,PA,Major,0.5,2061,827,7055,632,2321,367,30,62,4,3,14,480,11315
2023,London,145,Camden,E09000007,A40,PA,Major,0.5,2114,839,7040,637,2362,365,29,61,4,3,14,475,11353
2016,London,109,Westminster,E09000033,A40,PA,Major,0.8,1833,179,5646,3801,246,30,7,1,2,0,0,40,9914
2017,London,109,Westminster,E09000033,A40,PA,Major,0.8,1790,186,5645,3649,244,29,8,1,2,0,0,40,9763
2018,London,109,Westminster,E09000033,A40,PA,Major,0.8,1768,187,5640,3511,249,30,8,1,2,0,0,40,9627
2019,London,109,Westminster,E09000033,A40,PA,Major,0.8,1657,198,5654,3489,249,29,8,1,2,0,0,40,9630
2020,London,109,Westminster,E09000033,A40,PA,Major,0.8,2050,151,4286,2909,217,26,6,1,2,0,0,34,7597
2021,London,109,Westminster,E09000033,A40,PA,Major,0.8,1831,172,4624,2933,232,27,7,1,2,0,0,37,7997
2022,London,109,Westminster,E09000033,A40,PA,Major,0.8,1875,198,4750,2969,251,29,7,1,2,0,0,39,8207
2023,London,109,Westminster,E09000033,A40,PA,Major,0.8,1923,201,4740,2993,256,29,7,1,2,0,0,38,8228
2016,London,146,Hammersmith and Fulham,E09000013,A219,PA,Major,1.1,723,619,10786,1191,2079,499,307,98,23,27,1,956,15630
2017,London,146,Hammersmith and Fulham,E09000013,A219,PA,Major,1.1,575,550,9339,985,1754,429,294,63,16,22,2,825,13453
2018,London,146,Hammersmith and Fulham,E09000013,A219,PA,Major,1.1,613,595,9993,1016,1922,461,309,56,17,23,2,867,14393
2019,London,146,Hammersmith and Fulham,E09000013,A219,PA,Major,1.1,602,650,10349,1044,1992,467,320,62,18,24,2,893,14928
2020,London,146,Hammersmith and Fulham,E09000013,A219,PA,Major,1.1,745,505,8005,889,1774,422,270,53,16,22,1,784,11956
2021,London,146,Hammersmith and Fulham,E09000013,A219,PA,Major,1.1,666,594,8888,923,1951,457,298,61,18,24,1,860,13215
2022,London,146,Hammersmith and Fulham,E09000013,A219,PA,Major,1.1,682,644,8592,879,1992,459,298,59,18,24,1,858,12965
2023,London,146,Hammersmith and Fulham,E09000013,A219,PA,Major,1.1,699,587,7699,795,1819,410,259,51,15,21,1,757,11657
2016,London,147,Ealing,E09000009,A40,PA,Major,2.3,101,1979,90208,530,18933,4397,520,1667,200,1236,887,8907,120556
2017,London,147,Ealing,E09000009,A40,PA,Major,2.3,255,1999,99779,634,20144,4200,471,1108,132,280,1467,7659,130215
2018,London,147,Ealing,E09000009,A40,PA,Major,2.3,252,2015,99691,610,20555,4219,466,896,131,271,1410,7393,130265
2019,London,147,Ealing,E09000009,A40,PA,Major,2.3,64,1765,100606,814,19616,4148,500,1345,156,280,1520,7949,130751
2020,London,147,Ealing,E09000009,A40,PA,Major,2.3,81,1387,83020,132,19967,3334,490,1196,158,422,1386,6985,111491
2021,London,147,Ealing,E09000009,A40,PA,Major,2.3,223,1691,83519,333,21221,4064,486,1499,210,536,1098,7893,114656
2022,London,147,Ealing,E09000009,A40,PA,Major,2.3,121,1923,90572,575,20040,4093,540,1395,226,550,1329,8133,121243
2023,London,147,Ealing,E09000009,A40,PA,Major,2.3,109,1730,83504,496,18382,3329,344,1300,153,425,1123,6674,110785
2016,London,57,Barnet,E09000003,A41,PA,Major,2.1,100,1625,49289,1094,10988,1575,139,411,64,107,95,2391,65388
2017,London,57,Barnet,E09000003,A41,PA,Major,2.1,97,1684,49274,1050,10897,1548,148,352,58,107,93,2306,65211
2018,London,57,Barnet,E09000003,A41,PA,Major,2.1,83,1095,49251,881,12274,1165,151,259,80,58,70,1782,65283
2019,London,57,Barnet,E09000003,A41,PA,Major,2.1,78,1155,49379,876,12268,1146,152,271,80,58,70,1777,65456
2020,London,57,Barnet,E09000003,A41,PA,Major,2.1,118,687,48615,645,11074,1121,165,361,60,29,116,1851,62872
2021,London,57,Barnet,E09000003,A41,PA,Major,2.1,86,1430,50408,745,10552,1564,100,277,87,32,72,2131,65266
2022,London,57,Barnet,E09000003,A41,PA,Major,2.1,106,1469,48433,670,11989,1589,163,302,38,52,138,2282,64842
2023,London,57,Barnet,E09000003,A41,PA,Major,2.1,56,2030,51593,815,13411,734,167,258,30,41,82,1313,69162
2016,London,109,Westminster,E09000033,A41,PA,Major,0.5,550,623,7843,1463,1056,291,32,51,12,7,10,403,11389
2017,London,109,Westminster,E09000033,A41,PA,Major,0.5,534,643,7802,1398,1043,285,34,44,11,7,9,390,11274
2018,London,109,Westminster,E09000033,A41,PA,Major,0.5,452,555,6682,1153,912,245,29,30,9,6,8,327,9629
2019,London,109,Westminster,E09000033,A41,PA,Major,0.5,433,599,6850,1172,932,246,30,32,9,6,8,332,9885
2020,London,109,Westminster,E09000033,A41,PA,Major,0.5,536,560,6369,1198,997,267,30,33,10,7,8,355,9479
2021,London,109,Westminster,E09000033,A41,PA,Major,0.5,479,639,6871,1208,1063,282,33,36,10,7,9,377,10157
2022,London,109,Westminster,E09000033,A41,PA,Major,0.5,490,736,7058,1223,1153,301,35,37,11,8,9,400,10570
2023,London,109,Westminster,E09000033,A41,PA,Major,0.5,503,747,7043,1233,1174,299,34,36,11,7,8,395,10592
2016,London,103,Southwark,E09000028,A100,PA,Major,0.4,1710,1389,16552,942,5566,434,55,45,0,17,7,558,25008
2017,London,103,Southwark,E09000028,A100,PA,Major,0.4,1670,1440,16547,904,5520,427,58,39,0,17,7,548,24958
2018,London,103,Southwark,E09000028,A100,PA,Major,0.4,1348,1631,15876,821,6141,525,35,28,15,9,4,616,25085
2019,London,103,Southwark,E09000028,A100,PA,Major,0.4,1263,1721,15917,816,6138,517,35,29,15,9,4,609,25201
2020,London,103,Southwark,E09000028,A100,PA,Major,0.4,1563,1311,12066,680,5351,457,29,24,12,8,4,535,19943
2021,London,103,Southwark,E09000028,A100,PA,Major,0.4,1396,1495,13017,686,5705,482,31,27,13,8,4,566,21470
2022,London,103,Southwark,E09000028,A100,PA,Major,0.4,1429,1724,13371,694,6194,514,33,27,14,9,4,602,22585
2023,London,103,Southwark,E09000028,A100,PA,Major,0.4,1466,1750,13343,700,6303,511,32,27,14,9,4,596,22692
2016,London,165,Haringey,E09000014,A103,PA,Major,0.9,157,510,12956,365,2849,183,29,95,1,3,5,316,16996
2017,London,165,Haringey,E09000014,A103,PA,Major,0.9,153,529,12952,350,2825,179,31,81,1,3,5,301,16957
2018,London,165,Haringey,E09000014,A103,PA,Major,0.9,151,533,12941,337,2883,180,31,66,1,3,5,285,16979
2019,London,165,Haringey,E09000014,A103,PA,Major,0.9,142,562,12975,335,2882,177,31,69,1,3,5,286,17039
2020,London,165,Haringey,E09000014,A103,PA,Major,0.9,175,428,9835,279,2512,157,26,57,1,2,4,247,13302
2021,London,165,Haringey,E09000014,A103,PA,Major,0.9,156,489,10611,281,2678,165,28,63,1,2,5,264,14323
2022,London,165,Haringey,E09000014,A103,PA,Major,0.9,160,563,10899,285,2908,176,29,64,1,2,4,278,14933
2023,London,165,Haringey,E09000014,A103,PA,Major,0.9,164,572,10876,287,2959,175,28,63,1,2,4,274,14968
2016,London,122,Hackney,E09000012,A104,PA,Major,0.3,1597,865,16415,3208,3223,607,44,90,16,6,16,780,24492
2017,London,122,Hackney,E09000012,A104,PA,Major,0.3,1560,897,16410,3079,3197,597,47,77,15,6,16,758,24341
2018,London,122,Hackney,E09000012,A104,PA,Major,0.3,1541,904,16396,2963,3262,600,47,62,14,6,15,744,24268
2019,London,122,Hackney,E09000012,A107,PA,Major,0.3,1444,954,16438,2945,3260,590,47,65,14,6,15,738,24335
2020,London,122,Hackney,E09000012,A107,PA,Major,0.3,1786,726,12461,2455,2842,522,39,54,12,5,13,646,19130
2021,London,122,Hackney,E09000012,A107,PA,Major,0.3,1596,829,13444,2475,3030,550,42,59,13,6,14,685,20463
2022,London,122,Hackney,E09000012,A107,PA,Major,0.3,1634,956,13809,2506,3290,587,45,61,14,6,14,726,21286
2023,London,122,Hackney,E09000012,A107,PA,Major,0.3,1675,970,13780,2526,3348,583,43,59,13,6,13,718,21342
2016,London,96,Islington,E09000019,A104,PA,Major,0.9,3321,811,6599,1691,1695,333,10,11,0,0,0,353,11149
2017,London,96,Islington,E09000019,A104,PA,Major,0.9,3244,840,6597,1623,1681,327,10,9,0,0,0,346,11088
2018,London,96,Islington,E09000019,A104,PA,Major,0.9,3204,847,6591,1562,1715,328,10,7,0,0,0,346,11061
2019,London,96,Islington,E09000019,A104,PA,Major,0.9,3003,893,6608,1553,1714,323,10,8,0,0,0,341,11110
2020,London,96,Islington,E09000019,A104,PA,Major,0.9,1681,1110,9431,1343,3006,318,25,27,6,1,7,384,15275
2021,London,96,Islington,E09000019,A104,PA,Major,0.9,1501,1267,10175,1355,3205,335,27,30,6,1,8,407,16408
2022,London,96,Islington,E09000019,A104,PA,Major,0.9,1537,1460,10451,1371,3479,357,29,31,7,1,8,432,17194
2023,London,96,Islington,E09000019,A104,PA,Major,0.9,1576,1482,10429,1382,3540,355,28,30,7,1,7,428,17262
2016,London,121,Enfield,E09000010,A105,PA,Major,0.8,140,175,11888,501,1543,190,37,22,2,3,1,255,14364
2017,London,121,Enfield,E09000010,A105,PA,Major,0.8,136,182,11884,481,1531,186,40,19,1,3,1,251,14329
2018,London,121,Enfield,E09000010,A105,PA,Major,0.8,319,460,13291,529,2207,135,26,13,4,9,3,190,16678
2019,London,121,Enfield,E09000010,A105,PA,Major,0.8,299,486,13326,526,2206,133,27,13,4,9,3,189,16732
2020,London,121,Enfield,E09000010,A105,PA,Major,0.8,369,370,10102,438,1923,118,22,11,4,8,3,165,12998
2021,London,121,Enfield,E09000010,A105,PA,Major,0.8,330,422,10898,442,2051,124,24,12,4,8,3,175,13988
2022,London,121,Enfield,E09000010,A105,PA,Major,0.8,338,487,11194,447,2226,132,25,12,4,8,3,185,14540
2023,London,121,Enfield,E09000010,A105,PA,Major,0.8,346,494,11171,451,2266,131,24,12,4,8,3,183,14564
2016,London,122,Hackney,E09000012,A105,PA,Major,0.4,2307,1344,23612,1100,2217,463,41,75,22,13,29,643,28916
2017,London,122,Hackney,E09000012,A105,PA,Major,0.4,1671,1247,24046,1160,5129,407,46,16,21,14,16,519,32102
2018,London,122,Hackney,E09000012,A105,PA,Major,0.4,1430,1094,20921,971,4564,354,39,11,18,12,14,447,27997
2019,London,122,Hackney,E09000012,A105,PA,Major,0.4,1286,1106,20108,926,4372,334,38,11,17,11,13,424,26937
2020,London,122,Hackney,E09000012,A105,PA,Major,0.4,1591,975,17631,892,4410,341,36,11,17,12,13,430,24338
2021,London,122,Hackney,E09000012,A105,PA,Major,0.4,1422,1049,17928,849,4424,341,37,11,17,11,13,431,24681
2022,London,122,Hackney,E09000012,A105,PA,Major,0.4,1456,1184,18013,841,4697,356,38,11,18,12,13,448,25183
2023,London,122,Hackney,E09000012,A105,PA,Major,0.4,1493,1217,18220,859,4846,359,38,11,17,12,12,449,25591
2016,London,122,Hackney,E09000012,A107,PA,Major,1,502,379,10064,1022,1711,271,28,38,5,6,12,361,13537
2017,London,122,Hackney,E09000012,A107,PA,Major,1,491,392,10061,981,1697,267,29,33,4,6,12,352,13483
2018,London,122,Hackney,E09000012,A107,PA,Major,1,485,395,10053,944,1731,268,29,27,4,6,12,346,13469
2019,London,122,Hackney,E09000012,A107,PA,Major,1,454,417,10079,938,1731,263,29,28,4,6,12,343,13507
2020,London,122,Hackney,E09000012,A107,PA,Major,1,562,318,7640,782,1509,233,24,23,4,5,10,300,10548
2021,London,122,Hackney,E09000012,A107,PA,Major,1,502,363,8243,788,1609,246,26,25,4,6,11,318,11320
2022,London,122,Hackney,E09000012,A107,PA,Major,1,514,418,8466,798,1746,262,28,26,4,6,11,337,11766
2023,London,122,Hackney,E09000012,A107,PA,Major,1,732,670,9784,714,2023,262,22,17,2,5,7,316,13507
2016,London,93,Tower Hamlets,E09000030,A107,PA,Major,0.9,690,408,11709,884,2808,316,74,69,0,17,63,540,16349
2017,London,93,Tower Hamlets,E09000030,A107,PA,Major,0.9,674,423,11706,849,2785,311,79,59,0,17,62,528,16290
2018,London,93,Tower Hamlets,E09000030,A107,PA,Major,0.9,665,426,11696,817,2842,312,78,48,0,17,59,514,16294
2019,London,93,Tower Hamlets,E09000030,A107,PA,Major,0.9,1220,774,11762,603,2044,182,22,10,13,7,9,244,15427
2020,London,93,Tower Hamlets,E09000030,A107,PA,Major,0.9,1509,589,8916,503,1782,161,18,9,11,6,8,213,12003
2021,London,93,Tower Hamlets,E09000030,A107,PA,Major,0.9,1348,673,9619,507,1899,170,20,9,12,6,9,226,12924
2022,London,93,Tower Hamlets,E09000030,A107,PA,Major,0.9,1380,776,9881,513,2062,181,21,10,13,7,9,240,13471
2023,London,93,Tower Hamlets,E09000030,A107,PA,Major,0.9,1415,787,9860,517,2099,180,20,9,13,6,8,236,13499
2016,London,165,Haringey,E09000014,A109,PA,Major,2.3,144,128,17326,505,2985,238,25,46,21,14,30,374,21317
2017,London,165,Haringey,E09000014,A109,PA,Major,2.3,141,132,17321,484,2960,234,27,39,19,14,29,362,21260
2018,London,165,Haringey,E09000014,A109,PA,Major,2.3,352,480,20348,504,4305,241,52,36,17,9,10,365,26003
2019,London,165,Haringey,E09000014,A109,PA,Major,2.3,330,507,20401,501,4303,237,53,38,17,9,10,363,26075
2020,London,165,Haringey,E09000014,A109,PA,Major,2.3,408,386,15465,417,3752,210,44,32,14,8,8,315,20336
2021,London,165,Haringey,E09000014,A109,PA,Major,2.3,365,440,16685,421,4000,221,47,35,15,8,9,335,21881
2022,London,165,Haringey,E09000014,A109,PA,Major,2.3,523,884,13975,357,3071,497,44,132,2,17,20,712,18998
2023,London,165,Haringey,E09000014,A109,PA,Major,2.3,537,980,15221,393,3411,539,47,140,3,18,21,767,20773
2016,London,165,Haringey,E09000014,A109,PA,Major,0.5,175,135,10798,147,1720,301,87,12,2,1,0,402,13203
2017,London,165,Haringey,E09000014,A109,PA,Major,0.5,171,140,10795,141,1706,296,92,10,1,1,0,401,13183
2018,London,165,Haringey,E09000014,A109,PA,Major,0.5,169,141,10786,136,1741,297,91,8,1,1,0,399,13203
2019,London,165,Haringey,E09000014,A109,PA,Major,0.5,104,312,14955,167,2792,124,26,13,0,0,0,163,18389
2020,London,165,Haringey,E09000014,A109,PA,Major,0.5,129,238,11337,139,2434,110,22,10,0,0,0,142,14289
2021,London,165,Haringey,E09000014,A109,PA,Major,0.5,115,271,12231,140,2595,116,24,11,0,0,0,151,15387
2022,London,165,Haringey,E09000014,A109,PA,Major,0.5,118,313,12563,142,2817,123,25,12,0,0,0,160,15994
2023,London,165,Haringey,E09000014,A109,PA,Major,0.5,121,317,12536,143,2867,123,24,12,0,0,0,158,16022
2016,London,121,Enfield,E09000010,A110,PA,Major,1,133,163,17141,1103,2512,313,76,93,20,51,173,728,21647
2017,London,121,Enfield,E09000010,A110,PA,Major,1,130,169,17136,1059,2491,308,81,80,18,51,169,707,21562
2018,London,121,Enfield,E09000010,A110,PA,Major,1,120,208,16164,993,2547,302,60,70,27,99,85,643,20555
2019,London,121,Enfield,E09000010,A110,PA,Major,1,112,220,16206,987,2546,297,61,74,27,99,84,642,20600
2020,London,121,Enfield,E09000010,A110,PA,Major,1,139,168,12285,823,2219,263,51,61,23,88,73,558,16053
2021,London,121,Enfield,E09000010,A110,PA,Major,1,124,191,13253,830,2366,277,55,67,24,93,79,595,17235
2022,London,121,Enfield,E09000010,A110,PA,Major,1,147,696,17981,887,2973,531,75,108,19,72,274,1078,23617
2023,London,121,Enfield,E09000010,A110,PA,Major,1,151,707,17944,895,3026,528,73,105,18,70,258,1053,23624
2016,London,125,Waltham Forest,E09000031,A112,PA,Major,1.9,291,165,13619,1044,1858,136,32,19,8,5,12,212,16898
2017,London,125,Waltham Forest,E09000031,A112,PA,Major,1.9,284,171,13615,1002,1843,134,34,16,7,5,12,208,16839
2018,London,125,Waltham Forest,E09000031,A112,PA,Major,2,281,172,13603,965,1881,135,33,13,7,5,11,204,16824
2019,London,125,Waltham Forest,E09000031,A112,PA,Major,2,263,182,13638,959,1880,132,34,14,7,5,11,203,16861
2020,London,125,Waltham Forest,E09000031,A112,PA,Major,2,326,138,10339,799,1639,117,28,11,6,5,10,177,13091
2021,London,125,Waltham Forest,E09000031,A112,PA,Major,2,291,158,11154,806,1747,124,30,12,6,5,10,188,14052
2022,London,125,Waltham Forest,E09000031,A112,PA,Major,2,298,182,11456,816,1897,132,32,13,7,5,10,198,14549
2023,London,125,Waltham Forest,E09000031,A112,PA,Major,2,306,185,11433,822,1930,131,31,12,6,5,10,195,14565
2016,London,167,Newham,E09000025,A112,PA,Major,0.8,252,101,12655,1525,1223,183,57,28,3,4,0,275,15780
2017,London,167,Newham,E09000025,A112,PA,Major,0.8,386,346,13511,1537,1655,146,20,33,7,3,5,214,17263
2018,London,167,Newham,E09000025,A112,PA,Major,0.8,381,348,13499,1478,1689,146,20,27,7,3,5,208,17223
2019,London,167,Newham,E09000025,A112,PA,Major,0.8,357,367,13535,1469,1688,144,20,28,7,3,5,207,17267
2020,London,167,Newham,E09000025,A112,PA,Major,0.8,442,280,10260,1225,1472,127,17,23,6,2,5,180,13416
2021,London,167,Newham,E09000025,A112,PA,Major,0.8,394,319,11069,1235,1569,134,18,26,6,2,5,192,14384
2022,London,167,Newham,E09000025,A112,PA,Major,0.8,404,368,11369,1250,1703,143,19,26,7,3,5,203,14894
2023,London,167,Newham,E09000025,A112,PA,Major,0.8,414,374,11346,1261,1733,142,19,26,6,3,5,200,14913
2016,London,124,Redbridge,E09000026,A114,PA,Major,0.6,364,318,20443,499,3044,138,19,11,13,8,5,194,24498
